 train         node      observed        predicted
     y          168    5.390000E+05     3.927879E+05
     y           22    4.780000E+05     4.070556E+05
     y          198    3.540000E+05     3.805933E+05
     y           82    2.020000E+05     2.179247E+05
     y           83    1.970000E+05     2.856080E+05
     y           82    1.700000E+05     2.179247E+05
     y           86    2.500000E+05     2.872514E+05
     y           86    2.670000E+05     2.872514E+05
     y          196    3.620000E+05     5.756923E+05
     y           86    1.920000E+05     2.872514E+05
     y          197    4.760000E+05     4.851590E+05
     y           82    2.230000E+05     2.179247E+05
     y          163    2.480000E+05     2.722978E+05
     y           82    3.080000E+05     2.179247E+05
     y          163    2.030000E+05     2.722978E+05
     y          104    5.140000E+05     6.665132E+05
     y          197    5.000000E+05     4.851590E+05
     y          171    4.000000E+05     3.876319E+05
     y           86    2.310000E+05     2.872514E+05
     y           23    5.130000E+05     5.532299E+05
     y          198    3.660000E+05     3.805933E+05
     y          198    3.560000E+05     3.805933E+05
     y          168    3.130000E+05     3.927879E+05
     y          162    2.100000E+05     2.110089E+05
     y          196    8.486900E+05     5.756923E+05
     y           86    3.060000E+05     2.872514E+05
     y           22    3.580000E+05     4.070556E+05
     y           86    2.820000E+05     2.872514E+05
     y           86    3.020000E+05     2.872514E+05
     y          162    1.269000E+05     2.110089E+05
     y           55    6.220000E+05     6.720040E+05
     y           86    2.210000E+05     2.872514E+05
     y          170    2.790000E+05     3.160221E+05
     y           87    2.690000E+05     3.463185E+05
     y           22    3.540000E+05     4.070556E+05
     y          168    2.920000E+05     3.927879E+05
     y          199    4.160000E+05     4.585906E+05
     y           82    2.100000E+05     2.179247E+05
     y           87    2.860000E+05     3.463185E+05
     y          171    4.890000E+05     3.876319E+05
     y          196    3.910000E+05     5.756923E+05
     y          171    3.350000E+05     3.876319E+05
     y          196    8.720750E+05     5.756923E+05
     y           87    3.520000E+05     3.463185E+05
     y           82    1.730000E+05     2.179247E+05
     y           82    2.020000E+05     2.179247E+05
     y           82    2.240000E+05     2.179247E+05
     y          162    8.720750E+05     2.110089E+05
     y           86    3.000000E+05     2.872514E+05
     y           86    2.460000E+05     2.872514E+05
     y          171    3.770000E+05     3.876319E+05
     y           82    2.400000E+05     2.179247E+05
     y          197    6.570000E+05     4.851590E+05
     y           87    2.990000E+05     3.463185E+05
     y           86    2.880000E+05     2.872514E+05
     y           82    2.100000E+05     2.179247E+05
     y           22    4.200000E+05     4.070556E+05
     y           87    4.760000E+05     3.463185E+05
     y           87    3.350000E+05     3.463185E+05
     y           86    2.750000E+05     2.872514E+05
     y          198    4.230000E+05     3.805933E+05
     y           22    3.490000E+05     4.070556E+05
     y           83    2.060000E+05     2.856080E+05
     y           82    2.220000E+05     2.179247E+05
     y           82    2.150000E+05     2.179247E+05
     y           82    1.500000E+05     2.179247E+05
     y          199    4.400000E+05     4.585906E+05
     y          163    4.000000E+05     2.722978E+05
     y          170    2.500000E+05     3.160221E+05
     y           22    3.220000E+05     4.070556E+05
     y          168    4.130000E+05     3.927879E+05
     y          163    2.720000E+05     2.722978E+05
     y           86    2.320000E+05     2.872514E+05
     y          197    5.580000E+05     4.851590E+05
     y           87    5.700000E+05     3.463185E+05
     y           87    3.170000E+05     3.463185E+05
     y            7    5.880000E+05     9.370035E+05
     y           86    3.000000E+05     2.872514E+05
     y          196    8.486900E+05     5.756923E+05
     y           86    2.440000E+05     2.872514E+05
     y           82    2.420000E+05     2.179247E+05
     y          198    5.660000E+05     3.805933E+05
     y           83    2.810000E+05     2.856080E+05
     y          168    3.430000E+05     3.927879E+05
     y           82    2.300000E+05     2.179247E+05
     y           82    2.990000E+05     2.179247E+05
     y           55    7.300000E+05     6.720040E+05
     y          170    2.140000E+05     3.160221E+05
     y           86    3.500000E+05     2.872514E+05
     y           82    2.540000E+05     2.179247E+05
     y           82    2.300000E+05     2.179247E+05
     y          163    2.380000E+05     2.722978E+05
     y          162    1.500000E+05     2.110089E+05
     y          198    3.350000E+05     3.805933E+05
     y           82    2.550000E+05     2.179247E+05
     y          198    2.000000E+05     3.805933E+05
     y           82    1.920000E+05     2.179247E+05
     y           82    2.220000E+05     2.179247E+05
     y          104    5.790000E+05     6.665132E+05
     y          169    5.230000E+05     4.818817E+05
     y          196    5.450000E+05     5.756923E+05
     y           25    5.100000E+05     6.117883E+05
     y           82    2.150000E+05     2.179247E+05
     y           86    2.610000E+05     2.872514E+05
     y           83    2.660000E+05     2.856080E+05
     y           22    2.820000E+05     4.070556E+05
     y           86    3.060000E+05     2.872514E+05
     y          198    3.750000E+05     3.805933E+05
     y           87    3.420000E+05     3.463185E+05
     y           23    4.200000E+05     5.532299E+05
     y           22    3.750000E+05     4.070556E+05
     y           87    3.750000E+05     3.463185E+05
     y           22    3.090000E+05     4.070556E+05
     y            7    7.540000E+05     9.370035E+05
     y          199    3.880000E+05     4.585906E+05
     y           86    2.890000E+05     2.872514E+05
     y          104    8.350000E+05     6.665132E+05
     y           87    3.900000E+05     3.463185E+05
     y          104    8.486900E+05     6.665132E+05
     y           86    2.550000E+05     2.872514E+05
     y           82    3.330000E+05     2.179247E+05
     y           82    2.460000E+05     2.179247E+05
     y           87    3.790000E+05     3.463185E+05
     y           54    6.300000E+05     5.411277E+05
     y          197    7.160000E+05     4.851590E+05
     y          197    3.210000E+05     4.851590E+05
     y          163    2.810000E+05     2.722978E+05
     y           83    2.530000E+05     2.856080E+05
     y          199    5.780000E+05     4.585906E+05
     y          104    8.486900E+05     6.665132E+05
     y           82    2.700000E+05     2.179247E+05
     y          196    4.770000E+05     5.756923E+05
     y           82    2.040000E+05     2.179247E+05
     y          199    3.450000E+05     4.585906E+05
     y           83    2.750000E+05     2.856080E+05
     y          199    5.230000E+05     4.585906E+05
     y           22    3.620000E+05     4.070556E+05
     y          170    3.260000E+05     3.160221E+05
     y           87    2.850000E+05     3.463185E+05
     y           87    3.620000E+05     3.463185E+05
     y           86    3.070000E+05     2.872514E+05
     y          162    2.000000E+05     2.110089E+05
     y           86    2.880000E+05     2.872514E+05
     y           82    2.450000E+05     2.179247E+05
     y           86    3.450000E+05     2.872514E+05
     y          170    2.480000E+05     3.160221E+05
     y           82    2.250000E+05     2.179247E+05
     y           82    1.800000E+05     2.179247E+05
     y          199    4.320000E+05     4.585906E+05
     y           83    2.840000E+05     2.856080E+05
     y          104    8.020000E+05     6.665132E+05
     y          163    3.250000E+05     2.722978E+05
     y          199    3.890000E+05     4.585906E+05
     y          170    2.940000E+05     3.160221E+05
     y           82    2.420000E+05     2.179247E+05
     y          169    4.850000E+05     4.818817E+05
     y          171    4.050000E+05     3.876319E+05
     y          198    5.100000E+05     3.805933E+05
     y           87    2.450000E+05     3.463185E+05
     y          170    3.000000E+05     3.160221E+05
     y           82    2.330000E+05     2.179247E+05
     y           86    2.350000E+05     2.872514E+05
     y          170    2.350000E+05     3.160221E+05
     y           82    1.650000E+05     2.179247E+05
     y           25    4.750000E+05     6.117883E+05
     y          171    3.450000E+05     3.876319E+05
     y           22    4.040000E+05     4.070556E+05
     y          198    3.350000E+05     3.805933E+05
     y           86    2.750000E+05     2.872514E+05
     y           87    2.850000E+05     3.463185E+05
     y           83    3.510000E+05     2.856080E+05
     y           22    2.690000E+05     4.070556E+05
     y           82    2.760000E+05     2.179247E+05
     y           82    2.710000E+05     2.179247E+05
     y          162    1.299900E+05     2.110089E+05
     y           82    2.920000E+05     2.179247E+05
     y           82    1.860000E+05     2.179247E+05
     y           82    2.240000E+05     2.179247E+05
     y          171    3.720000E+05     3.876319E+05
     y          198    3.890000E+05     3.805933E+05
     y           83    3.040000E+05     2.856080E+05
     y           87    3.460000E+05     3.463185E+05
     y           86    2.450000E+05     2.872514E+05
     y           82    1.820000E+05     2.179247E+05
