 train         node      observed        predicted
     y           87    3.500000E+05     3.463185E+05
     y          170    2.830000E+05     3.160221E+05
     y           87    2.510000E+05     3.463185E+05
     y           86    2.450000E+05     2.872514E+05
     y           22    2.960000E+05     4.070556E+05
     y           83    2.740000E+05     2.856080E+05
     y           87    4.310000E+05     3.463185E+05
     y          163    3.500000E+05     2.722978E+05
     y          171    5.800000E+05     3.876319E+05
     y           25    7.870000E+05     6.117883E+05
     y           86    3.000000E+05     2.872514E+05
     y          163    2.780000E+05     2.722978E+05
     y           22    4.220000E+05     4.070556E+05
     y          170    3.300000E+05     3.160221E+05
     y           83    2.420000E+05     2.856080E+05
     y           82    1.980000E+05     2.179247E+05
     y          170    3.070000E+05     3.160221E+05
     y          170    3.500000E+05     3.160221E+05
     y           83    2.950000E+05     2.856080E+05
     y           82    2.320000E+05     2.179247E+05
     y           55    6.100000E+05     6.720040E+05
     y          199    6.560000E+05     4.585906E+05
     y           86    2.270000E+05     2.872514E+05
     y           83    2.580000E+05     2.856080E+05
     y          198    3.890000E+05     3.805933E+05
     y          162    2.000000E+05     2.110089E+05
     y          170    3.350000E+05     3.160221E+05
     y           25    6.320000E+05     6.117883E+05
     y           82    1.800000E+05     2.179247E+05
     y           83    2.650000E+05     2.856080E+05
     y           82    2.030000E+05     2.179247E+05
     y           87    2.980000E+05     3.463185E+05
     y          163    3.450000E+05     2.722978E+05
     y          199    4.830000E+05     4.585906E+05
     y          162    3.310000E+05     2.110089E+05
     y           23    4.480000E+05     5.532299E+05
     y          163    3.300000E+05     2.722978E+05
     y           25    5.280000E+05     6.117883E+05
     y           23    7.080000E+05     5.532299E+05
     y           55    5.280000E+05     6.720040E+05
     y           87    4.070000E+05     3.463185E+05
     y           86    3.300000E+05     2.872514E+05
     y           87    3.000000E+05     3.463185E+05
     y          162    1.500000E+05     2.110089E+05
     y          162    1.500000E+05     2.110089E+05
     y           82    2.500000E+05     2.179247E+05
     y           82    2.650000E+05     2.179247E+05
     y           87    3.500000E+05     3.463185E+05
     y           82    2.230000E+05     2.179247E+05
     y          171    3.250000E+05     3.876319E+05
     y           82    2.600000E+05     2.179247E+05
     y           87    3.230000E+05     3.463185E+05
     y           82    1.680000E+05     2.179247E+05
     y           23    6.070000E+05     5.532299E+05
     y           25    6.230000E+05     6.117883E+05
     y           82    2.000000E+05     2.179247E+05
     y           82    2.090000E+05     2.179247E+05
     y          163    3.620000E+05     2.722978E+05
     y          163    2.250000E+05     2.722978E+05
     y           87    2.950000E+05     3.463185E+05
     y          197    4.020000E+05     4.851590E+05
     y          104    5.350000E+05     6.665132E+05
     y          163    3.830000E+05     2.722978E+05
     y           87    3.800000E+05     3.463185E+05
     y           87    3.250000E+05     3.463185E+05
     y          198    3.000000E+05     3.805933E+05
     y          169    4.250000E+05     4.818817E+05
     y           83    3.000000E+05     2.856080E+05
     y          171    3.410000E+05     3.876319E+05
     y          196    6.500000E+05     5.756923E+05
     y          171    5.000000E+05     3.876319E+05
     y           86    3.750000E+05     2.872514E+05
     y          163    4.800000E+05     2.722978E+05
     y          104    4.550000E+05     6.665132E+05
     y          163    2.460000E+05     2.722978E+05
     y           82    1.380000E+05     2.179247E+05
     y          198    3.750000E+05     3.805933E+05
     y           83    2.480000E+05     2.856080E+05
     y           82    2.080000E+05     2.179247E+05
     y           54    5.450000E+05     5.411277E+05
     y           82    1.850000E+05     2.179247E+05
     y          170    3.610000E+05     3.160221E+05
     y           82    1.990000E+05     2.179247E+05
     y           86    3.300000E+05     2.872514E+05
     y           87    3.790000E+05     3.463185E+05
     y           54    5.160000E+05     5.411277E+05
     y           22    3.630000E+05     4.070556E+05
     y           86    3.520000E+05     2.872514E+05
     y           87    2.850000E+05     3.463185E+05
     y          168    2.980000E+05     3.927879E+05
     y          163    2.820000E+05     2.722978E+05
     y          162    1.269000E+05     2.110089E+05
     y           83    2.640000E+05     2.856080E+05
     y           55    8.000000E+05     6.720040E+05
     y           82    2.000000E+05     2.179247E+05
     y           82    2.060000E+05     2.179247E+05
     y          196    4.490000E+05     5.756923E+05
     y           82    1.900000E+05     2.179247E+05
     y          171    3.860000E+05     3.876319E+05
     y          163    3.250000E+05     2.722978E+05
     y           82    1.580000E+05     2.179247E+05
     y           82    2.210000E+05     2.179247E+05
     y           83    3.900000E+05     2.856080E+05
     y           54    5.880000E+05     5.411277E+05
     y           82    2.320000E+05     2.179247E+05
     y           22    3.770000E+05     4.070556E+05
     y          163    2.250000E+05     2.722978E+05
     y          163    3.800000E+05     2.722978E+05
     y          171    2.460000E+05     3.876319E+05
     y           25    6.710000E+05     6.117883E+05
     y          170    2.780000E+05     3.160221E+05
     y          168    4.050000E+05     3.927879E+05
     y           87    3.800000E+05     3.463185E+05
     y            7    7.190000E+05     9.370035E+05
     y          105    8.720750E+05     7.986500E+05
     y          197    5.090000E+05     4.851590E+05
     y           86    3.620000E+05     2.872514E+05
     y           82    2.600000E+05     2.179247E+05
     y          170    3.900000E+05     3.160221E+05
     y           87    5.400000E+05     3.463185E+05
     y           87    3.350000E+05     3.463185E+05
     y           22    3.140000E+05     4.070556E+05
     y          163    3.270000E+05     2.722978E+05
     y          197    8.720750E+05     4.851590E+05
     y           86    2.660000E+05     2.872514E+05
     y          199    4.920000E+05     4.585906E+05
     y           82    2.420000E+05     2.179247E+05
     y           83    2.560000E+05     2.856080E+05
     y          163    2.520000E+05     2.722978E+05
     y           55    4.890000E+05     6.720040E+05
     y           25    7.000000E+05     6.117883E+05
     y           82    2.030000E+05     2.179247E+05
     y          162    1.269000E+05     2.110089E+05
     y           23    4.500000E+05     5.532299E+05
     y          197    3.650000E+05     4.851590E+05
     y           86    2.390000E+05     2.872514E+05
     y           82    2.370000E+05     2.179247E+05
     y           82    2.170000E+05     2.179247E+05
     y          105    8.720750E+05     7.986500E+05
     y          197    6.310000E+05     4.851590E+05
     y          168    3.700000E+05     3.927879E+05
     y           55    5.840000E+05     6.720040E+05
     y           82    2.350000E+05     2.179247E+05
     y          169    3.920000E+05     4.818817E+05
     y           82    2.160000E+05     2.179247E+05
     y           22    4.690000E+05     4.070556E+05
     y           25    5.000000E+05     6.117883E+05
     y           82    1.990000E+05     2.179247E+05
     y          163    2.630000E+05     2.722978E+05
     y           22    4.800000E+05     4.070556E+05
     y          163    2.290000E+05     2.722978E+05
     y          171    3.460000E+05     3.876319E+05
     y           86    2.100000E+05     2.872514E+05
     y          196    3.700000E+05     5.756923E+05
     y           83    4.140000E+05     2.856080E+05
     y          199    4.880000E+05     4.585906E+05
     y           25    5.970000E+05     6.117883E+05
     y          197    2.650000E+05     4.851590E+05
     y          163    2.390000E+05     2.722978E+05
     y          163    2.000000E+05     2.722978E+05
     y          197    3.860000E+05     4.851590E+05
     y          171    2.850000E+05     3.876319E+05
     y          163    1.460000E+05     2.722978E+05
     y           82    2.990000E+05     2.179247E+05
     y           82    3.010000E+05     2.179247E+05
     y          104    7.290000E+05     6.665132E+05
     y           86    2.710000E+05     2.872514E+05
     y           87    4.850000E+05     3.463185E+05
     y           86    3.000000E+05     2.872514E+05
     y          163    2.910000E+05     2.722978E+05
     y           22    4.160000E+05     4.070556E+05
     y          168    6.800000E+05     3.927879E+05
     y          163    2.250000E+05     2.722978E+05
     y          199    5.070000E+05     4.585906E+05
     y           54    5.500000E+05     5.411277E+05
     y           83    3.200000E+05     2.856080E+05
     y           22    3.000000E+05     4.070556E+05
     y           83    2.340000E+05     2.856080E+05
     y           86    3.030000E+05     2.872514E+05
     y           23    5.520000E+05     5.532299E+05
     y            7    7.390000E+05     9.370035E+05
     y           54    7.000000E+05     5.411277E+05
     y          169    2.530000E+05     4.818817E+05
     y          199    3.590000E+05     4.585906E+05
     y          163    3.570000E+05     2.722978E+05
     y           82    2.090000E+05     2.179247E+05
     y           87    5.770000E+05     3.463185E+05
     y           82    1.550000E+05     2.179247E+05
     y           82    1.990000E+05     2.179247E+05
     y           82    3.810000E+05     2.179247E+05
     y          198    2.800000E+05     3.805933E+05
     y           82    2.350000E+05     2.179247E+05
     y          171    3.460000E+05     3.876319E+05
     y           83    3.670000E+05     2.856080E+05
     y           22    3.780000E+05     4.070556E+05
     y          196    4.200000E+05     5.756923E+05
     y          171    3.540000E+05     3.876319E+05
     y           86    2.700000E+05     2.872514E+05
     y          168    8.720750E+05     3.927879E+05
     y          197    7.080000E+05     4.851590E+05
     y           22    4.480000E+05     4.070556E+05
     y          171    3.840000E+05     3.876319E+05
     y           87    3.340000E+05     3.463185E+05
     y           86    1.800000E+05     2.872514E+05
     y          163    3.600000E+05     2.722978E+05
     y          170    5.550000E+05     3.160221E+05
     y           55    5.550000E+05     6.720040E+05
     y          163    2.890000E+05     2.722978E+05
     y           82    2.150000E+05     2.179247E+05
     y          196    7.150000E+05     5.756923E+05
     y           86    2.060000E+05     2.872514E+05
     y           82    2.370000E+05     2.179247E+05
     y           82    1.900000E+05     2.179247E+05
     y          171    3.520000E+05     3.876319E+05
     y           86    2.990000E+05     2.872514E+05
     y           22    3.860000E+05     4.070556E+05
     y           54    5.620000E+05     5.411277E+05
     y           22    4.300000E+05     4.070556E+05
     y          163    3.270000E+05     2.722978E+05
     y          169    1.930000E+05     4.818817E+05
     y           22    3.390000E+05     4.070556E+05
     y           87    3.490000E+05     3.463185E+05
     y           82    2.170000E+05     2.179247E+05
     y          199    3.820000E+05     4.585906E+05
     y           22    3.760000E+05     4.070556E+05
     y          169    5.110000E+05     4.818817E+05
     y           87    2.570000E+05     3.463185E+05
     y          163    3.040000E+05     2.722978E+05
     y           55    6.990000E+05     6.720040E+05
     y           86    2.740000E+05     2.872514E+05
     y           86    2.340000E+05     2.872514E+05
     y           86    2.880000E+05     2.872514E+05
     y          163    2.270000E+05     2.722978E+05
     y          170    5.850000E+05     3.160221E+05
     y           82    2.730000E+05     2.179247E+05
     y          198    3.190000E+05     3.805933E+05
     y          196    5.240000E+05     5.756923E+05
     y           82    2.150000E+05     2.179247E+05
     y           86    2.590000E+05     2.872514E+05
     y          163    1.950000E+05     2.722978E+05
     y           82    2.190000E+05     2.179247E+05
     y           22    4.690000E+05     4.070556E+05
     y          196    8.486900E+05     5.756923E+05
     y           87    2.840000E+05     3.463185E+05
     y          162    1.950000E+05     2.110089E+05
     y           82    2.760000E+05     2.179247E+05
     y          171    3.020000E+05     3.876319E+05
     y           82    2.830000E+05     2.179247E+05
     y           82    2.210000E+05     2.179247E+05
     y           82    2.250000E+05     2.179247E+05
     y           86    2.750000E+05     2.872514E+05
     y          199    4.400000E+05     4.585906E+05
     y           87    4.260000E+05     3.463185E+05
     y          163    1.299900E+05     2.722978E+05
     y           22    3.850000E+05     4.070556E+05
     y           86    2.940000E+05     2.872514E+05
     y           82    1.900000E+05     2.179247E+05
     y          170    3.200000E+05     3.160221E+05
     y          105    8.486900E+05     7.986500E+05
     y           22    4.100000E+05     4.070556E+05
     y           83    2.430000E+05     2.856080E+05
     y           22    2.950000E+05     4.070556E+05
     y           86    2.750000E+05     2.872514E+05
     y           82    2.180000E+05     2.179247E+05
     y          171    4.740000E+05     3.876319E+05
     y           86    2.890000E+05     2.872514E+05
     y          163    2.340000E+05     2.722978E+05
     y           23    4.990000E+05     5.532299E+05
     y          163    1.500000E+05     2.722978E+05
     y           83    3.230000E+05     2.856080E+05
     y           87    2.970000E+05     3.463185E+05
     y           23    6.070000E+05     5.532299E+05
     y          170    2.250000E+05     3.160221E+05
     y           82    2.380000E+05     2.179247E+05
     y          171    4.930000E+05     3.876319E+05
     y           82    1.410000E+05     2.179247E+05
     y           86    3.300000E+05     2.872514E+05
     y           82    2.190000E+05     2.179247E+05
     y           22    5.250000E+05     4.070556E+05
     y           83    3.300000E+05     2.856080E+05
     y          170    2.970000E+05     3.160221E+05
     y           87    4.340000E+05     3.463185E+05
     y          197    2.690000E+05     4.851590E+05
     y           82    2.250000E+05     2.179247E+05
     y           87    2.960000E+05     3.463185E+05
     y           82    1.680000E+05     2.179247E+05
     y          163    2.700000E+05     2.722978E+05
     y          171    5.570000E+05     3.876319E+05
     y           22    2.410000E+05     4.070556E+05
     y           86    2.420000E+05     2.872514E+05
     y           86    2.680000E+05     2.872514E+05
     y          163    5.060000E+05     2.722978E+05
     y           86    3.000000E+05     2.872514E+05
     y           82    2.020000E+05     2.179247E+05
     y           54    4.380000E+05     5.411277E+05
     y           83    2.100000E+05     2.856080E+05
     y          163    3.440000E+05     2.722978E+05
     y           86    2.590000E+05     2.872514E+05
     y          163    2.290000E+05     2.722978E+05
     y           82    1.630000E+05     2.179247E+05
     y          171    2.330000E+05     3.876319E+05
     y           82    2.120000E+05     2.179247E+05
     y          199    4.730000E+05     4.585906E+05
     y           22    5.300000E+05     4.070556E+05
     y           22    2.690000E+05     4.070556E+05
     y           82    1.600000E+05     2.179247E+05
     y          197    7.060000E+05     4.851590E+05
     y           86    2.160000E+05     2.872514E+05
     y           86    2.430000E+05     2.872514E+05
     y           86    3.670000E+05     2.872514E+05
     y           86    3.070000E+05     2.872514E+05
     y          105    4.980000E+05     7.986500E+05
     y          196    6.150000E+05     5.756923E+05
     y           83    3.590000E+05     2.856080E+05
     y           83    2.720000E+05     2.856080E+05
     y           83    2.400000E+05     2.856080E+05
     y          198    2.950000E+05     3.805933E+05
     y          199    4.750000E+05     4.585906E+05
     y           83    3.330000E+05     2.856080E+05
     y          163    2.550000E+05     2.722978E+05
     y           82    2.000000E+05     2.179247E+05
     y           22    3.580000E+05     4.070556E+05
     y           82    1.700000E+05     2.179247E+05
     y           86    2.130000E+05     2.872514E+05
     y           22    6.500000E+05     4.070556E+05
     y           22    5.600000E+05     4.070556E+05
     y           87    2.360000E+05     3.463185E+05
     y           87    3.800000E+05     3.463185E+05
     y           82    1.970000E+05     2.179247E+05
     y          169    4.010000E+05     4.818817E+05
     y           82    2.230000E+05     2.179247E+05
     y          197    1.850000E+05     4.851590E+05
     y          199    3.690000E+05     4.585906E+05
     y          163    3.910000E+05     2.722978E+05
     y          168    3.080000E+05     3.927879E+05
     y           87    3.300000E+05     3.463185E+05
     y           82    1.590000E+05     2.179247E+05
     y          163    3.400000E+05     2.722978E+05
     y           55    8.486900E+05     6.720040E+05
     y          197    5.900000E+05     4.851590E+05
     y           86    4.100000E+05     2.872514E+05
     y           23    6.200000E+05     5.532299E+05
     y           23    3.700000E+05     5.532299E+05
     y           54    5.940000E+05     5.411277E+05
     y          169    5.340000E+05     4.818817E+05
     y           86    2.080000E+05     2.872514E+05
     y           22    5.700000E+05     4.070556E+05
     y          168    4.540000E+05     3.927879E+05
     y           86    4.920000E+05     2.872514E+05
     y           82    2.480000E+05     2.179247E+05
     y          163    1.650000E+05     2.722978E+05
     y          162    1.780000E+05     2.110089E+05
     y           87    3.500000E+05     3.463185E+05
     y           23    3.740000E+05     5.532299E+05
     y           82    3.050000E+05     2.179247E+05
     y           82    2.250000E+05     2.179247E+05
     y          198    3.940000E+05     3.805933E+05
     y           82    2.220000E+05     2.179247E+05
     y           87    2.760000E+05     3.463185E+05
     y           86    2.120000E+05     2.872514E+05
     y           83    3.480000E+05     2.856080E+05
     y          197    3.420000E+05     4.851590E+05
     y           86    2.350000E+05     2.872514E+05
     y           86    2.510000E+05     2.872514E+05
     y          104    5.120000E+05     6.665132E+05
     y          196    5.640000E+05     5.756923E+05
     y           87    4.170000E+05     3.463185E+05
     y          199    5.200000E+05     4.585906E+05
     y          168    3.160000E+05     3.927879E+05
     y           82    1.910000E+05     2.179247E+05
     y           87    5.200000E+05     3.463185E+05
     y          168    3.700000E+05     3.927879E+05
     y           83    2.650000E+05     2.856080E+05
     y          196    5.990000E+05     5.756923E+05
     y           86    3.070000E+05     2.872514E+05
     y          171    8.250000E+05     3.876319E+05
     y           54    5.360000E+05     5.411277E+05
     y           82    1.600000E+05     2.179247E+05
     y          163    2.030000E+05     2.722978E+05
     y           22    4.660000E+05     4.070556E+05
     y           83    2.790000E+05     2.856080E+05
     y          197    6.970000E+05     4.851590E+05
     y           22    3.950000E+05     4.070556E+05
     y           87    3.340000E+05     3.463185E+05
     y           22    5.750000E+05     4.070556E+05
     y          163    2.200000E+05     2.722978E+05
     y           25    6.320000E+05     6.117883E+05
     y          162    1.269000E+05     2.110089E+05
     y          105    8.720750E+05     7.986500E+05
     y          163    2.140000E+05     2.722978E+05
     y          197    5.750000E+05     4.851590E+05
     y           87    3.000000E+05     3.463185E+05
     y           82    2.440000E+05     2.179247E+05
     y          199    4.290000E+05     4.585906E+05
     y           22    4.360000E+05     4.070556E+05
     y            7    6.490000E+05     9.370035E+05
     y          170    2.100000E+05     3.160221E+05
     y           25    7.490000E+05     6.117883E+05
     y          163    4.400000E+05     2.722978E+05
     y           22    5.000000E+05     4.070556E+05
     y          171    6.500000E+05     3.876319E+05
     y          163    4.320000E+05     2.722978E+05
     y          163    2.720000E+05     2.722978E+05
     y           83    3.900000E+05     2.856080E+05
     y           87    2.820000E+05     3.463185E+05
     y          198    3.890000E+05     3.805933E+05
     y           82    2.440000E+05     2.179247E+05
     y          196    5.350000E+05     5.756923E+05
     y          198    4.170000E+05     3.805933E+05
     y          162    1.570000E+05     2.110089E+05
     y           82    1.940000E+05     2.179247E+05
     y           86    2.950000E+05     2.872514E+05
     y          163    2.650000E+05     2.722978E+05
     y          198    3.600000E+05     3.805933E+05
     y           82    2.010000E+05     2.179247E+05
     y           82    2.180000E+05     2.179247E+05
     y          197    8.000000E+05     4.851590E+05
     y           82    2.800000E+05     2.179247E+05
     y          104    8.486900E+05     6.665132E+05
     y           82    1.900000E+05     2.179247E+05
     y          198    6.850000E+05     3.805933E+05
     y           86    3.180000E+05     2.872514E+05
     y          171    6.570000E+05     3.876319E+05
     y           82    1.520000E+05     2.179247E+05
     y          163    3.340000E+05     2.722978E+05
     y          163    2.500000E+05     2.722978E+05
     y          199    5.530000E+05     4.585906E+05
     y           86    2.300000E+05     2.872514E+05
     y           87    3.000000E+05     3.463185E+05
     y           22    3.370000E+05     4.070556E+05
     y          168    2.200000E+05     3.927879E+05
     y          105    6.400000E+05     7.986500E+05
     y           86    2.580000E+05     2.872514E+05
     y           22    3.260000E+05     4.070556E+05
     y           87    2.840000E+05     3.463185E+05
     y           86    3.150000E+05     2.872514E+05
     y          105    8.486900E+05     7.986500E+05
     y           86    3.690000E+05     2.872514E+05
     y           86    1.830000E+05     2.872514E+05
     y           86    2.200000E+05     2.872514E+05
     y           86    2.550000E+05     2.872514E+05
     y           83    3.110000E+05     2.856080E+05
     y           23    4.010000E+05     5.532299E+05
     y          170    2.370000E+05     3.160221E+05
     y          198    3.900000E+05     3.805933E+05
     y           82    2.320000E+05     2.179247E+05
     y          105    8.460000E+05     7.986500E+05
     y           23    4.600000E+05     5.532299E+05
     y          163    3.380000E+05     2.722978E+05
     y          163    2.270000E+05     2.722978E+05
     y          199    5.300000E+05     4.585906E+05
     y           82    3.330000E+05     2.179247E+05
     y           55    7.500000E+05     6.720040E+05
     y          171    3.950000E+05     3.876319E+05
     y           82    2.040000E+05     2.179247E+05
     y           83    3.690000E+05     2.856080E+05
     y          163    2.120000E+05     2.722978E+05
     y          169    3.150000E+05     4.818817E+05
     y           82    2.070000E+05     2.179247E+05
     y          198    3.270000E+05     3.805933E+05
     y          105    8.720750E+05     7.986500E+05
     y           83    4.910000E+05     2.856080E+05
     y           83    2.520000E+05     2.856080E+05
     y          170    2.700000E+05     3.160221E+05
     y          196    6.500000E+05     5.756923E+05
     y           82    4.060000E+05     2.179247E+05
     y           83    6.210000E+05     2.856080E+05
     y           82    1.720000E+05     2.179247E+05
     y          171    2.430000E+05     3.876319E+05
     y           86    2.380000E+05     2.872514E+05
     y           82    2.370000E+05     2.179247E+05
     y          163    1.900000E+05     2.722978E+05
     y           86    3.750000E+05     2.872514E+05
     y           82    3.470000E+05     2.179247E+05
     y           87    4.860000E+05     3.463185E+05
     y           82    1.780000E+05     2.179247E+05
     y           82    2.440000E+05     2.179247E+05
     y          163    1.890000E+05     2.722978E+05
     y           86    2.510000E+05     2.872514E+05
     y          163    2.390000E+05     2.722978E+05
     y           83    2.350000E+05     2.856080E+05
     y          168    2.990000E+05     3.927879E+05
     y           55    7.250000E+05     6.720040E+05
     y           83    1.980000E+05     2.856080E+05
     y          162    1.269000E+05     2.110089E+05
     y          171    4.580000E+05     3.876319E+05
     y          196    8.486900E+05     5.756923E+05
     y           82    2.240000E+05     2.179247E+05
     y           82    2.180000E+05     2.179247E+05
     y          163    2.850000E+05     2.722978E+05
     y          163    3.100000E+05     2.722978E+05
     y          163    2.000000E+05     2.722978E+05
     y          163    4.160000E+05     2.722978E+05
     y          163    2.600000E+05     2.722978E+05
     y           86    2.680000E+05     2.872514E+05
     y           86    2.460000E+05     2.872514E+05
     y           82    2.730000E+05     2.179247E+05
     y           82    3.290000E+05     2.179247E+05
     y           23    4.570000E+05     5.532299E+05
     y          162    1.299900E+05     2.110089E+05
     y           82    1.780000E+05     2.179247E+05
     y          168    3.400000E+05     3.927879E+05
     y           83    2.390000E+05     2.856080E+05
     y          163    3.560000E+05     2.722978E+05
     y           82    2.000000E+05     2.179247E+05
     y           22    4.750000E+05     4.070556E+05
     y           83    3.920000E+05     2.856080E+05
     y           86    2.920000E+05     2.872514E+05
     y          163    3.170000E+05     2.722978E+05
     y           82    1.680000E+05     2.179247E+05
     y           25    5.780000E+05     6.117883E+05
     y          168    6.720000E+05     3.927879E+05
     y           83    2.900000E+05     2.856080E+05
     y           82    1.300000E+05     2.179247E+05
     y          169    5.950000E+05     4.818817E+05
     y          163    4.390000E+05     2.722978E+05
     y          163    2.690000E+05     2.722978E+05
     y           82    2.420000E+05     2.179247E+05
     y           82    1.430000E+05     2.179247E+05
     y           82    2.420000E+05     2.179247E+05
     y          163    3.460000E+05     2.722978E+05
     y           25    4.640000E+05     6.117883E+05
     y           86    2.770000E+05     2.872514E+05
     y           86    2.170000E+05     2.872514E+05
     y          197    5.160000E+05     4.851590E+05
     y          171    4.500000E+05     3.876319E+05
     y          105    6.980000E+05     7.986500E+05
     y          199    3.970000E+05     4.585906E+05
     y           22    3.180000E+05     4.070556E+05
     y           86    2.900000E+05     2.872514E+05
     y           82    2.200000E+05     2.179247E+05
     y           83    2.990000E+05     2.856080E+05
     y           86    2.520000E+05     2.872514E+05
     y           83    3.650000E+05     2.856080E+05
     y           25    7.690000E+05     6.117883E+05
     y           82    2.850000E+05     2.179247E+05
     y           82    1.850000E+05     2.179247E+05
     y           82    2.400000E+05     2.179247E+05
     y           25    7.340000E+05     6.117883E+05
     y           86    3.500000E+05     2.872514E+05
     y           82    2.170000E+05     2.179247E+05
     y           83    2.170000E+05     2.856080E+05
     y           82    2.120000E+05     2.179247E+05
     y           86    3.000000E+05     2.872514E+05
     y           82    2.430000E+05     2.179247E+05
     y           82    1.990000E+05     2.179247E+05
     y          196    3.630000E+05     5.756923E+05
     y          171    2.490000E+05     3.876319E+05
     y           82    2.870000E+05     2.179247E+05
     y           86    3.690000E+05     2.872514E+05
     y           82    2.010000E+05     2.179247E+05
     y           22    3.570000E+05     4.070556E+05
     y           82    2.220000E+05     2.179247E+05
     y          162    1.269000E+05     2.110089E+05
     y          163    2.480000E+05     2.722978E+05
     y          171    4.200000E+05     3.876319E+05
     y          162    2.060000E+05     2.110089E+05
     y          171    3.460000E+05     3.876319E+05
     y           82    2.200000E+05     2.179247E+05
     y           25    5.010000E+05     6.117883E+05
     y           22    4.840000E+05     4.070556E+05
     y           22    3.650000E+05     4.070556E+05
     y           86    2.530000E+05     2.872514E+05
     y          170    2.950000E+05     3.160221E+05
     y          198    3.940000E+05     3.805933E+05
     y          196    5.200000E+05     5.756923E+05
     y           87    2.890000E+05     3.463185E+05
     y           23    5.000000E+05     5.532299E+05
     y           82    2.160000E+05     2.179247E+05
     y           86    2.840000E+05     2.872514E+05
     y          163    3.290000E+05     2.722978E+05
     y          162    2.240000E+05     2.110089E+05
     y           82    2.460000E+05     2.179247E+05
     y           82    1.810000E+05     2.179247E+05
     y           87    2.950000E+05     3.463185E+05
     y          162    1.299900E+05     2.110089E+05
     y          197    6.040000E+05     4.851590E+05
     y          163    2.730000E+05     2.722978E+05
     y           22    2.620000E+05     4.070556E+05
     y           22    4.930000E+05     4.070556E+05
     y          163    1.440000E+05     2.722978E+05
     y          163    1.780000E+05     2.722978E+05
     y          104    8.486900E+05     6.665132E+05
     y           86    2.780000E+05     2.872514E+05
     y           83    3.040000E+05     2.856080E+05
     y           82    2.100000E+05     2.179247E+05
     y           87    4.000000E+05     3.463185E+05
     y          198    3.020000E+05     3.805933E+05
     y           25    5.740000E+05     6.117883E+05
     y           22    3.170000E+05     4.070556E+05
     y           22    5.990000E+05     4.070556E+05
     y          198    3.730000E+05     3.805933E+05
     y          171    4.710000E+05     3.876319E+05
     y           25    5.240000E+05     6.117883E+05
     y           82    2.290000E+05     2.179247E+05
     y          171    3.550000E+05     3.876319E+05
     y           54    5.220000E+05     5.411277E+05
     y           86    3.000000E+05     2.872514E+05
     y           82    2.340000E+05     2.179247E+05
     y          168    3.300000E+05     3.927879E+05
     y          168    4.740000E+05     3.927879E+05
     y           86    2.660000E+05     2.872514E+05
     y          105    6.820000E+05     7.986500E+05
     y           55    5.550000E+05     6.720040E+05
     y           83    1.940000E+05     2.856080E+05
     y          162    2.560000E+05     2.110089E+05
     y           86    2.500000E+05     2.872514E+05
     y           87    3.830000E+05     3.463185E+05
     y           23    5.720000E+05     5.532299E+05
     y          163    4.690000E+05     2.722978E+05
     y          197    4.230000E+05     4.851590E+05
     y           82    1.820000E+05     2.179247E+05
     y           83    3.250000E+05     2.856080E+05
     y           86    2.760000E+05     2.872514E+05
     y          198    3.490000E+05     3.805933E+05
     y          170    2.680000E+05     3.160221E+05
     y          198    3.080000E+05     3.805933E+05
     y           87    4.360000E+05     3.463185E+05
     y           86    2.700000E+05     2.872514E+05
     y           82    2.190000E+05     2.179247E+05
     y          163    2.240000E+05     2.722978E+05
     y           83    2.340000E+05     2.856080E+05
     y          170    2.470000E+05     3.160221E+05
     y           83    3.000000E+05     2.856080E+05
     y           83    2.640000E+05     2.856080E+05
     y           82    2.080000E+05     2.179247E+05
     y           82    4.250000E+05     2.179247E+05
     y           86    2.000000E+05     2.872514E+05
     y          170    2.410000E+05     3.160221E+05
     y          170    3.600000E+05     3.160221E+05
     y           87    3.550000E+05     3.463185E+05
     y          198    3.030000E+05     3.805933E+05
     y           82    2.000000E+05     2.179247E+05
     y          169    5.080000E+05     4.818817E+05
     y           82    4.240000E+05     2.179247E+05
     y           82    1.510000E+05     2.179247E+05
     y           86    4.500000E+05     2.872514E+05
     y           86    3.030000E+05     2.872514E+05
     y           23    4.940000E+05     5.532299E+05
     y           25    5.720000E+05     6.117883E+05
     y          163    2.360000E+05     2.722978E+05
     y          163    2.630000E+05     2.722978E+05
     y           87    3.410000E+05     3.463185E+05
     y          169    2.640000E+05     4.818817E+05
     y          163    2.920000E+05     2.722978E+05
     y          163    2.750000E+05     2.722978E+05
     y           86    2.980000E+05     2.872514E+05
     y           82    2.270000E+05     2.179247E+05
     y           22    3.000000E+05     4.070556E+05
     y           22    4.920000E+05     4.070556E+05
     y           86    2.600000E+05     2.872514E+05
     y           82    1.800000E+05     2.179247E+05
     y           82    2.340000E+05     2.179247E+05
     y           87    3.500000E+05     3.463185E+05
     y           54    7.800000E+05     5.411277E+05
     y           82    2.310000E+05     2.179247E+05
     y           82    1.700000E+05     2.179247E+05
     y           54    3.630000E+05     5.411277E+05
     y          105    8.486900E+05     7.986500E+05
     y           54    5.010000E+05     5.411277E+05
     y           82    2.090000E+05     2.179247E+05
     y          199    5.680000E+05     4.585906E+05
     y          171    3.040000E+05     3.876319E+05
     y          163    2.250000E+05     2.722978E+05
     y           86    2.330000E+05     2.872514E+05
     y           86    2.960000E+05     2.872514E+05
