 train       observed       predicted
 y     3.000000E+05     3.244728E+05
 y     3.000000E+05     2.718093E+05
 y     2.680000E+05     2.730083E+05
 y     2.800000E+05     2.985250E+05
 y     2.200000E+05     3.358119E+05
 y     2.420000E+05     3.044517E+05
 y     4.250000E+05     3.531335E+05
 y     2.620000E+05     2.560972E+05
 y     2.050000E+05     2.278902E+05
 y     3.630000E+05     3.386651E+05
 y     7.690000E+05     6.765351E+05
 y     5.510000E+05     4.546886E+05
 y     1.024000E+06     6.534504E+05
 y     2.400000E+05     2.479041E+05
 y     1.001515E+06     9.247766E+05
 y     2.750000E+05     2.513820E+05
 y     2.060000E+05     2.278902E+05
 y     7.540000E+05     6.558281E+05
 y     5.150000E+05     5.345842E+05
 y     3.230000E+05     3.337140E+05
 y     7.650000E+05     6.364545E+05
 y     2.990000E+05     2.896585E+05
 y     2.340000E+05     2.348923E+05
 y     2.400000E+05     2.615515E+05
 y     2.820000E+05     2.849067E+05
 y     4.300000E+05     4.062563E+05
 y     4.300000E+05     3.869435E+05
 y     4.140000E+05     4.295476E+05
 y     4.020000E+05     5.435369E+05
 y     2.630000E+05     2.973987E+05
 y     3.270000E+05     3.400331E+05
 y     2.750000E+05     2.891110E+05
 y     4.670000E+05     3.342979E+05
 y     6.420000E+05     5.847873E+05
 y     2.760000E+05     2.102059E+05
 y     3.010000E+05     3.086421E+05
 y     4.250000E+05     4.730454E+05
 y     2.950000E+05     2.574821E+05
 y     3.400000E+05     2.938620E+05
 y     2.400000E+05     2.845648E+05
 y     4.180000E+05     4.157491E+05
 y     2.150000E+05     2.297153E+05
 y     3.040000E+05     3.079152E+05
 y     1.500000E+05     1.966279E+05
 y     5.410000E+05     6.423978E+05
 y     2.150000E+05     2.870407E+05
 y     1.800000E+05     2.122733E+05
 y     3.450000E+05     4.099663E+05
 y     5.850000E+05     4.723705E+05
 y     1.001515E+06     9.179954E+05
 y     7.170000E+05     6.357455E+05
 y     7.950000E+05     6.626440E+05
 y     4.440000E+05     3.683094E+05
 y     1.001515E+06     8.991905E+05
 y     1.900000E+05     1.989572E+05
 y     3.650000E+05     3.361026E+05
 y     2.090000E+05     3.208137E+05
 y     3.100000E+05     3.280277E+05
 y     3.150000E+05     3.015867E+05
 y     2.450000E+05     2.330484E+05
 y     2.290000E+05     2.558155E+05
 y     5.100000E+05     5.634468E+05
 y     4.240000E+05     4.161649E+05
 y     3.700000E+05     4.037548E+05
 y     3.170000E+05     3.233469E+05
 y     5.380000E+05     3.722639E+05
 y     2.940000E+05     2.755586E+05
 y     8.820000E+05     6.749190E+05
 y     6.570000E+05     6.396997E+05
 y     3.250000E+05     3.607630E+05
 y     2.250000E+05     2.306744E+05
 y     5.820000E+05     6.686010E+05
 y     2.000000E+05     2.909073E+05
 y     2.380000E+05     2.349434E+05
 y     3.060000E+05     3.516606E+05
 y     2.720000E+05     2.823118E+05
 y     6.250000E+05     4.916511E+05
 y     2.740000E+05     3.339044E+05
 y     2.400000E+05     2.837087E+05
 y     4.790000E+05     5.566791E+05
 y     2.170000E+05     2.410278E+05
 y     2.400000E+05     3.630468E+05
 y     3.250000E+05     3.597599E+05
 y     3.050000E+05     3.500436E+05
 y     3.950000E+05     4.098036E+05
 y     2.000000E+05     2.088802E+05
 y     1.960000E+05     2.204272E+05
 y     5.540000E+05     4.813973E+05
 y     2.570000E+05     3.012139E+05
 y     3.490000E+05     3.365216E+05
 y     3.190000E+05     3.032073E+05
 y     3.870000E+05     4.811557E+05
 y     2.800000E+05     3.422794E+05
 y     2.550000E+05     1.970800E+05
 y     2.500000E+05     2.603782E+05
 y     2.480000E+05     2.864140E+05
 y     2.200000E+05     3.824258E+05
 y     5.500000E+05     5.758749E+05
 y     2.340000E+05     2.312139E+05
 y     2.200000E+05     2.691090E+05
 y     2.450000E+05     2.446441E+05
 y     2.910000E+05     3.019454E+05
 y     3.890000E+05     3.803004E+05
 y     2.750000E+05     3.035122E+05
 y     3.010000E+05     3.571396E+05
 y     2.120000E+05     2.273448E+05
 y     4.060000E+05     3.414413E+05
 y     3.110000E+05     2.963962E+05
 y     6.960000E+05     5.724093E+05
 y     6.500000E+05     6.307641E+05
 y     1.650000E+05     2.249471E+05
 y     2.380000E+05     2.295158E+05
 y     2.160000E+05     2.473936E+05
 y     4.500000E+05     4.379316E+05
 y     2.100000E+05     2.794056E+05
 y     1.980000E+05     1.940649E+05
 y     2.500000E+05     2.281420E+05
 y     1.500000E+05     2.051233E+05
 y     2.950000E+05     2.729484E+05
 y     4.890000E+05     6.033222E+05
 y     2.850000E+05     2.652584E+05
 y     3.460000E+05     4.334564E+05
 y     3.000000E+05     3.617946E+05
 y     2.500000E+05     2.385669E+05
 y     2.710000E+05     3.101989E+05
 y     2.150000E+05     2.264891E+05
 y     3.470000E+05     2.532863E+05
 y     2.770000E+05     2.246421E+05
 y     2.360000E+05     2.318264E+05
 y     3.130000E+05     3.004940E+05
 y     2.250000E+05     2.296250E+05
 y     2.600000E+05     3.377469E+05
 y     3.080000E+05     3.508906E+05
 y     3.850000E+05     3.629993E+05
 y     3.790000E+05     4.882959E+05
 y     3.600000E+05     3.696217E+05
 y     2.290000E+05     2.550540E+05
 y     2.710000E+05     3.601591E+05
 y     3.770000E+05     3.969028E+05
 y     2.500000E+05     2.376117E+05
 y     4.750000E+05     3.953543E+05
 y     3.180000E+05     2.493338E+05
 y     3.290000E+05     3.952064E+05
 y     5.500000E+05     4.530908E+05
 y     1.950000E+05     2.175135E+05
 y     3.100000E+05     2.873815E+05
 y     1.780000E+05     2.317661E+05
 y     4.840000E+05     3.842317E+05
 y     8.120000E+05     7.146916E+05
 y     3.900000E+05     3.904201E+05
 y     2.100000E+05     2.413218E+05
 y     2.860000E+05     2.977013E+05
 y     3.400000E+05     3.923286E+05
 y     3.820000E+05     4.155517E+05
 y     2.250000E+05     2.327177E+05
 y     3.600000E+05     4.052051E+05
 y     3.750000E+05     3.807246E+05
 y     2.070000E+05     2.583856E+05
 y     2.700000E+05     2.325747E+05
 y     4.200000E+05     4.015368E+05
 y     3.950000E+05     2.944555E+05
 y     5.530000E+05     4.537373E+05
 y     1.800000E+05     2.075798E+05
 y     3.190000E+05     3.145559E+05
 y     3.250000E+05     4.373394E+05
 y     3.650000E+05     3.801496E+05
 y     3.270000E+05     2.635463E+05
 y     4.400000E+05     4.858910E+05
 y     2.100000E+05     2.527486E+05
 y     6.750000E+05     5.487847E+05
 y     2.300000E+05     3.000139E+05
 y     4.280000E+05     5.104261E+05
 y     2.690000E+05     3.016807E+05
 y     2.150000E+05     2.589923E+05
 y     2.820000E+05     3.027803E+05
 y     1.910000E+05     2.278902E+05
 y     5.530000E+05     5.190752E+05
 y     3.470000E+05     3.191999E+05
 y     5.540000E+05     5.807680E+05
 y     2.390000E+05     2.877634E+05
 y     3.010000E+05     4.211394E+05
 y     4.500000E+05     5.891497E+05
 y     2.920000E+05     3.450690E+05
 y     3.150000E+05     3.190313E+05
 y     2.750000E+05     2.823855E+05
 y     2.120000E+05     2.276915E+05
 y     2.350000E+05     2.413471E+05
 y     6.700000E+05     5.753675E+05
 y     3.080000E+05     3.280277E+05
 y     3.180000E+05     3.743794E+05
 y     8.000000E+05     6.801184E+05
 y     4.350000E+05     3.792705E+05
 y     4.510000E+05     4.174564E+05
 y     2.040000E+05     2.276915E+05
 y     3.900000E+05     4.217488E+05
 y     4.250000E+05     3.164025E+05
 y     3.070000E+05     3.286668E+05
 y     5.000000E+05     4.738856E+05
 y     3.650000E+05     3.873371E+05
 y     3.720000E+05     3.808625E+05
 y     3.300000E+05     3.376887E+05
 y     5.780000E+05     5.220844E+05
 y     3.550000E+05     3.325386E+05
 y     2.030000E+05     2.278902E+05
 y     4.390000E+05     5.792340E+05
 y     3.050000E+05     3.420915E+05
 y     2.000000E+05     2.301084E+05
 y     3.300000E+05     2.636947E+05
 y     5.250000E+05     5.951199E+05
 y     2.170000E+05     2.410278E+05
 y     3.560000E+05     3.815121E+05
 y     2.400000E+05     3.078257E+05
 y     3.210000E+05     3.856792E+05
 y     2.710000E+05     2.852013E+05
 y     2.910000E+05     2.554232E+05
 y     3.700000E+05     3.743233E+05
 y     3.690000E+05     3.488858E+05
 y     5.230000E+05     5.368228E+05
 y     2.700000E+05     2.378043E+05
 y     3.490000E+05     2.475358E+05
 y     2.330000E+05     3.067705E+05
 y     3.980000E+05     4.127583E+05
 y     3.400000E+05     3.902005E+05
 y     3.840000E+05     4.480204E+05
 y     2.300000E+05     2.904732E+05
 y     2.790000E+05     2.277313E+05
 y     4.920000E+05     4.805878E+05
 y     4.140000E+05     4.215562E+05
 y     2.270000E+05     2.854261E+05
 y     2.900000E+05     2.992814E+05
 y     3.050000E+05     3.379242E+05
 y     8.990000E+05     6.900105E+05
 y     2.370000E+05     2.618643E+05
 y     2.250000E+05     1.986238E+05
 y     3.300000E+05     3.090999E+05
 y     9.950000E+05     5.429332E+05
 y     2.180000E+05     2.410278E+05
 y     2.600000E+05     2.078590E+05
 y     2.500000E+05     2.489638E+05
 y     1.067000E+06     7.920888E+05
 y     2.830000E+05     2.860337E+05
 y     3.230000E+05     4.332875E+05
 y     2.330000E+05     3.075325E+05
 y     2.000000E+05     2.292745E+05
 y     3.340000E+05     4.215987E+05
 y     2.500000E+05     2.362293E+05
 y     2.300000E+05     2.348923E+05
 y     5.950000E+05     5.670672E+05
 y     3.850000E+05     4.450569E+05
 y     2.300000E+05     2.459198E+05
 y     2.860000E+05     3.194046E+05
 y     4.510000E+05     6.106522E+05
 y     4.170000E+05     3.342313E+05
 y     3.220000E+05     2.581783E+05
 y     3.300000E+05     3.224496E+05
 y     3.430000E+05     2.776703E+05
 y     2.810000E+05     2.981024E+05
 y     2.700000E+05     3.780200E+05
 y     2.270000E+05     2.695716E+05
 y     2.500000E+05     2.984713E+05
 y     2.290000E+05     2.486168E+05
 y     3.600000E+05     3.766454E+05
 y     1.870000E+05     2.482210E+05
 y     2.440000E+05     3.053049E+05
 y     3.300000E+05     2.477428E+05
 y     1.910000E+05     2.112143E+05
 y     3.020000E+05     3.204027E+05
 y     7.250000E+05     5.703281E+05
 y     5.000000E+05     4.663575E+05
 y     2.500000E+05     3.302496E+05
 y     2.860000E+05     2.827115E+05
 y     2.020000E+05     1.990789E+05
 y     1.001515E+06     7.472597E+05
 y     2.290000E+05     2.721422E+05
 y     1.530000E+05     1.937236E+05
 y     2.290000E+05     2.334880E+05
 y     2.900000E+05     2.637207E+05
 y     3.700000E+05     3.936402E+05
 y     4.350000E+05     5.855765E+05
 y     3.980000E+05     4.409443E+05
 y     2.810000E+05     2.615133E+05
 y     2.220000E+05     2.683648E+05
 y     6.520000E+05     5.528813E+05
 y     5.690000E+05     5.496914E+05
 y     7.500000E+05     4.335814E+05
 y     3.090000E+05     3.267933E+05
 y     2.780000E+05     2.909391E+05
 y     2.320000E+05     2.828360E+05
 y     3.800000E+05     3.716335E+05
 y     3.420000E+05     3.162586E+05
 y     2.840000E+05     2.622678E+05
 y     2.140000E+05     2.278902E+05
 y     2.450000E+05     2.787528E+05
 y     2.800000E+05     3.387838E+05
 y     2.900000E+05     2.547852E+05
 y     3.550000E+05     3.496978E+05
 y     3.320000E+05     3.308527E+05
 y     1.900000E+05     2.408189E+05
 y     4.690000E+05     5.373070E+05
 y     5.500000E+05     5.732867E+05
 y     1.870000E+05     2.185216E+05
 y     4.060000E+05     3.787863E+05
 y     1.700000E+05     2.022800E+05
 y     7.400000E+05     7.259494E+05
 y     2.340000E+05     2.776554E+05
 y     3.000000E+05     3.240859E+05
 y     7.310000E+05     6.692626E+05
 y     2.300000E+05     2.344829E+05
 y     5.720000E+05     5.973265E+05
 y     3.200000E+05     3.552009E+05
 y     4.440000E+05     3.311833E+05
 y     2.100000E+05     2.591927E+05
 y     2.800000E+05     3.312050E+05
 y     2.560000E+05     2.373041E+05
 y     3.250000E+05     3.894632E+05
 y     2.370000E+05     3.018416E+05
 y     3.690000E+05     3.572470E+05
 y     3.660000E+05     4.328581E+05
 y     2.740000E+05     2.401444E+05
 y     2.470000E+05     2.748929E+05
 y     2.180000E+05     2.713632E+05
 y     4.050000E+05     3.871058E+05
 y     3.350000E+05     3.224853E+05
 y     2.730000E+05     3.446489E+05
 y     4.550000E+05     3.942807E+05
 y     2.400000E+05     2.419679E+05
 y     1.850000E+05     2.269425E+05
 y     6.980000E+05     6.704219E+05
 y     3.250000E+05     3.516756E+05
 y     3.800000E+05     4.472150E+05
 y     2.400000E+05     2.806010E+05
 y     2.000000E+05     8.082704E+05
 y     4.080000E+05     4.974897E+05
 y     6.760000E+05     6.526750E+05
 y     1.890000E+05     2.157925E+05
 y     3.260000E+05     3.490199E+05
 y     3.630000E+05     2.601544E+05
 y     1.001515E+06     8.172850E+05
 y     2.650000E+05     2.817928E+05
 y     3.240000E+05     3.712080E+05
 y     4.430000E+05     3.464133E+05
 y     2.400000E+05     2.345213E+05
 y     4.180000E+05     4.271812E+05
 y     4.500000E+05     4.675542E+05
 y     5.000000E+05     5.152833E+05
 y     1.001515E+06     9.190102E+05
 y     9.900000E+05     7.617195E+05
 y     2.800000E+05     2.673645E+05
 y     5.200000E+05     4.836532E+05
 y     3.250000E+05     2.745544E+05
 y     2.050000E+05     2.518396E+05
 y     2.950000E+05     2.553042E+05
 y     3.500000E+05     3.526519E+05
 y     3.430000E+05     3.557932E+05
 y     2.790000E+05     2.798531E+05
 y     3.890000E+05     4.163039E+05
 y     3.000000E+05     2.843958E+05
 y     2.090000E+05     3.409977E+05
 y     3.950000E+05     4.206405E+05
 y     2.930000E+05     3.368200E+05
 y     2.560000E+05     3.147040E+05
 y     7.360000E+05     6.761887E+05
 y     3.100000E+05     3.625593E+05
 y     3.960000E+05     3.886376E+05
 y     2.520000E+05     2.539191E+05
 y     2.200000E+05     2.009618E+05
 y     3.700000E+05     4.171652E+05
 y     2.350000E+05     2.264985E+05
 y     2.530000E+05     2.552347E+05
 y     2.880000E+05     3.566938E+05
 y     3.650000E+05     3.547977E+05
 y     8.580000E+05     6.897326E+05
 y     2.400000E+05     2.703444E+05
 y     2.880000E+05     3.169146E+05
 y     1.830000E+05     1.861511E+05
 y     2.100000E+05     2.311681E+05
 y     4.000000E+05     4.041326E+05
 y     2.250000E+05     2.368010E+05
 y     3.390000E+05     2.592295E+05
 y     3.980000E+05     4.482744E+05
 y     2.850000E+05     2.985516E+05
 y     2.700000E+05     3.123596E+05
 y     6.310000E+05     5.664613E+05
 y     1.800000E+05     2.308165E+05
 y     2.990000E+05     3.431557E+05
 y     1.900000E+05     2.242836E+05
 y     3.240000E+05     3.197319E+05
 y     3.500000E+05     3.559641E+05
 y     2.830000E+05     3.637132E+05
 y     2.510000E+05     3.336773E+05
 y     2.450000E+05     2.834396E+05
 y     2.960000E+05     3.345592E+05
 y     2.740000E+05     2.799495E+05
 y     4.310000E+05     3.581762E+05
 y     3.500000E+05     3.404977E+05
 y     5.800000E+05     3.898778E+05
 y     7.870000E+05     6.359071E+05
 y     3.000000E+05     3.484067E+05
 y     2.780000E+05     2.693425E+05
 y     4.220000E+05     4.102723E+05
 y     3.300000E+05     3.877587E+05
 y     2.420000E+05     2.812224E+05
 y     1.980000E+05     2.305742E+05
 y     3.070000E+05     3.489564E+05
 y     3.500000E+05     3.526292E+05
 y     2.950000E+05     2.964750E+05
 y     2.320000E+05     2.472669E+05
 y     6.100000E+05     6.301158E+05
 y     6.560000E+05     4.904004E+05
 y     2.270000E+05     2.757011E+05
 y     2.580000E+05     2.809903E+05
 y     3.890000E+05     4.478759E+05
 y     2.000000E+05     2.276915E+05
 y     3.350000E+05     3.899915E+05
 y     6.320000E+05     6.198494E+05
 y     1.800000E+05     2.185441E+05
 y     2.650000E+05     2.816129E+05
 y     2.030000E+05     2.278902E+05
 y     2.980000E+05     3.373396E+05
 y     3.450000E+05     2.981836E+05
 y     4.830000E+05     5.010593E+05
 y     3.310000E+05     2.269826E+05
 y     4.480000E+05     5.926943E+05
 y     3.300000E+05     2.646586E+05
 y     5.280000E+05     6.081410E+05
 y     7.080000E+05     5.598881E+05
 y     5.280000E+05     6.419803E+05
 y     4.070000E+05     3.906448E+05
 y     3.300000E+05     3.666654E+05
 y     3.000000E+05     3.653563E+05
 y     1.500000E+05     2.230012E+05
 y     1.500000E+05     1.948534E+05
 y     2.500000E+05     2.329187E+05
 y     2.650000E+05     2.573001E+05
 y     3.500000E+05     3.810838E+05
 y     2.230000E+05     2.189439E+05
 y     3.250000E+05     4.198922E+05
 y     2.600000E+05     2.072680E+05
 y     3.230000E+05     3.283208E+05
 y     1.680000E+05     1.914098E+05
 y     6.070000E+05     5.745419E+05
 y     6.230000E+05     5.531689E+05
 y     2.000000E+05     1.898896E+05
 y     2.090000E+05     2.169032E+05
 y     3.620000E+05     3.051082E+05
 y     2.250000E+05     2.722462E+05
 y     2.950000E+05     3.314319E+05
 y     4.020000E+05     4.175762E+05
 y     5.350000E+05     6.460170E+05
 y     3.830000E+05     3.265503E+05
 y     3.800000E+05     3.595772E+05
 y     3.250000E+05     3.242147E+05
 y     3.000000E+05     4.478965E+05
 y     4.250000E+05     4.319171E+05
 y     3.000000E+05     2.617757E+05
 y     3.410000E+05     4.054661E+05
 y     6.500000E+05     5.690301E+05
 y     5.000000E+05     3.914425E+05
 y     3.750000E+05     3.048351E+05
 y     4.800000E+05     3.587323E+05
 y     4.550000E+05     6.883250E+05
 y     2.460000E+05     2.991628E+05
 y     1.380000E+05     1.640729E+05
 y     3.750000E+05     4.580200E+05
 y     2.480000E+05     2.667767E+05
 y     2.080000E+05     2.230452E+05
 y     5.450000E+05     5.793962E+05
 y     1.850000E+05     2.160328E+05
 y     3.610000E+05     3.562506E+05
 y     1.990000E+05     2.110875E+05
 y     3.300000E+05     2.646129E+05
 y     3.790000E+05     3.437657E+05
 y     5.160000E+05     5.797795E+05
 y     3.630000E+05     3.845216E+05
 y     3.520000E+05     3.036256E+05
 y     2.850000E+05     3.327047E+05
 y     2.980000E+05     3.654906E+05
 y     2.820000E+05     2.989088E+05
 y     1.269000E+05     2.066994E+05
 y     2.640000E+05     2.617342E+05
 y     8.000000E+05     6.693902E+05
 y     2.000000E+05     2.136412E+05
 y     2.060000E+05     1.981379E+05
 y     4.490000E+05     5.133836E+05
 y     1.900000E+05     1.971730E+05
 y     3.860000E+05     4.271023E+05
 y     3.250000E+05     2.660219E+05
 y     1.580000E+05     1.901427E+05
 y     2.210000E+05     2.259777E+05
 y     3.900000E+05     3.340858E+05
 y     5.880000E+05     5.448878E+05
 y     2.320000E+05     2.361583E+05
 y     3.770000E+05     4.363523E+05
 y     2.250000E+05     2.639441E+05
 y     3.800000E+05     3.429313E+05
 y     2.460000E+05     3.917656E+05
 y     6.710000E+05     6.139709E+05
 y     2.780000E+05     3.147250E+05
 y     4.050000E+05     3.509970E+05
 y     3.800000E+05     3.586436E+05
 y     7.190000E+05     7.246089E+05
 y     8.720750E+05     8.044218E+05
 y     5.090000E+05     5.179001E+05
 y     3.620000E+05     3.600806E+05
 y     2.600000E+05     2.496761E+05
 y     3.900000E+05     3.976336E+05
 y     5.400000E+05     3.634694E+05
 y     3.350000E+05     3.978784E+05
 y     3.140000E+05     3.235768E+05
 y     3.270000E+05     2.475380E+05
 y     8.720750E+05     5.774956E+05
 y     2.660000E+05     3.129554E+05
 y     4.920000E+05     4.958705E+05
 y     2.420000E+05     2.277975E+05
 y     2.560000E+05     2.922318E+05
 y     2.520000E+05     3.247609E+05
 y     4.890000E+05     6.522322E+05
 y     7.000000E+05     6.011430E+05
 y     2.030000E+05     2.243214E+05
 y     1.269000E+05     1.694296E+05
 y     4.500000E+05     5.026997E+05
 y     3.650000E+05     4.874880E+05
 y     2.390000E+05     3.133732E+05
 y     2.370000E+05     2.560912E+05
 y     2.170000E+05     1.844323E+05
 y     8.720750E+05     8.088856E+05
 y     6.310000E+05     5.037650E+05
 y     3.700000E+05     3.821551E+05
 y     5.840000E+05     5.753178E+05
 y     2.350000E+05     2.056342E+05
 y     3.920000E+05     3.755676E+05
 y     2.160000E+05     2.493336E+05
 y     4.690000E+05     4.644314E+05
 y     5.000000E+05     5.741071E+05
 y     1.990000E+05     2.390367E+05
 y     2.630000E+05     2.818309E+05
 y     4.800000E+05     4.309543E+05
 y     2.290000E+05     2.693885E+05
 y     3.460000E+05     3.557009E+05
 y     2.100000E+05     2.729329E+05
 y     3.700000E+05     4.619739E+05
 y     4.140000E+05     2.829052E+05
 y     4.880000E+05     4.937592E+05
 y     5.970000E+05     5.173406E+05
 y     2.650000E+05     3.752725E+05
 y     2.390000E+05     2.628657E+05
 y     2.000000E+05     2.493129E+05
 y     3.860000E+05     3.759109E+05
 y     2.850000E+05     3.539214E+05
 y     1.460000E+05     2.175935E+05
 y     2.990000E+05     2.260892E+05
 y     3.010000E+05     2.579116E+05
 y     7.290000E+05     6.774409E+05
 y     2.710000E+05     2.952400E+05
 y     4.850000E+05     4.193590E+05
 y     3.000000E+05     3.234393E+05
 y     2.910000E+05     2.739944E+05
 y     4.160000E+05     4.402949E+05
 y     6.800000E+05     4.087131E+05
 y     2.250000E+05     2.368534E+05
 y     5.070000E+05     4.959929E+05
 y     5.500000E+05     5.550000E+05
 y     3.200000E+05     2.886908E+05
 y     3.000000E+05     4.433857E+05
 y     2.340000E+05     2.669596E+05
 y     3.030000E+05     3.010244E+05
 y     5.520000E+05     5.605022E+05
 y     7.390000E+05     7.089102E+05
 y     7.000000E+05     5.908824E+05
 y     2.530000E+05     3.836796E+05
 y     3.590000E+05     4.045036E+05
 y     3.570000E+05     2.799933E+05
 y     2.090000E+05     2.027340E+05
 y     5.770000E+05     3.681950E+05
 y     1.550000E+05     1.628009E+05
 y     1.990000E+05     2.019850E+05
 y     3.810000E+05     3.064238E+05
 y     2.800000E+05     3.804993E+05
 y     2.350000E+05     2.542790E+05
 y     3.460000E+05     3.355774E+05
 y     3.670000E+05     3.080179E+05
 y     3.780000E+05     4.118750E+05
 y     4.200000E+05     5.827051E+05
 y     3.540000E+05     4.047998E+05
 y     2.700000E+05     2.573634E+05
 y     8.720750E+05     4.057861E+05
 y     7.080000E+05     5.453354E+05
 y     4.480000E+05     4.082140E+05
 y     3.840000E+05     4.184208E+05
 y     3.340000E+05     3.673851E+05
 y     1.800000E+05     2.405594E+05
 y     3.600000E+05     3.339999E+05
 y     5.550000E+05     3.468184E+05
 y     5.550000E+05     5.927405E+05
 y     2.890000E+05     2.563131E+05
 y     2.150000E+05     2.365693E+05
 y     7.150000E+05     6.030165E+05
 y     2.060000E+05     3.004791E+05
 y     2.370000E+05     2.256122E+05
 y     1.900000E+05     2.220814E+05
 y     3.520000E+05     4.235082E+05
 y     2.990000E+05     2.884383E+05
 y     3.860000E+05     4.027744E+05
 y     5.620000E+05     5.421264E+05
 y     4.300000E+05     3.942358E+05
 y     3.270000E+05     2.689534E+05
 y     1.930000E+05     4.032378E+05
 y     3.390000E+05     3.344493E+05
 y     3.490000E+05     3.498501E+05
 y     2.170000E+05     2.226936E+05
 y     3.820000E+05     4.360178E+05
 y     3.760000E+05     3.745512E+05
 y     5.110000E+05     4.611284E+05
 y     2.570000E+05     3.116535E+05
 y     3.040000E+05     2.892791E+05
 y     6.990000E+05     6.181427E+05
 y     2.740000E+05     2.744732E+05
 y     2.340000E+05     2.943993E+05
 y     2.880000E+05     3.587218E+05
 y     2.270000E+05     2.669375E+05
 y     5.850000E+05     3.410340E+05
 y     2.730000E+05     2.641038E+05
 y     3.190000E+05     3.928230E+05
 y     5.240000E+05     5.192159E+05
 y     2.150000E+05     2.289245E+05
 y     2.590000E+05     3.172349E+05
 y     1.950000E+05     2.348651E+05
 y     2.190000E+05     2.216717E+05
 y     4.690000E+05     4.586477E+05
 y     8.486900E+05     5.610674E+05
 y     2.840000E+05     3.259973E+05
 y     1.950000E+05     2.200520E+05
 y     2.760000E+05     3.143565E+05
 y     3.020000E+05     3.599974E+05
 y     2.830000E+05     2.521163E+05
 y     2.210000E+05     2.388212E+05
 y     2.250000E+05     2.406515E+05
 y     2.750000E+05     3.274658E+05
 y     4.400000E+05     4.677096E+05
 y     4.260000E+05     3.479631E+05
 y     1.299900E+05     2.400942E+05
 y     3.850000E+05     4.030844E+05
 y     2.940000E+05     2.748021E+05
 y     1.900000E+05     2.062037E+05
 y     3.200000E+05     3.754578E+05
 y     8.486900E+05     7.726935E+05
 y     4.100000E+05     4.521191E+05
 y     2.430000E+05     2.407015E+05
 y     2.950000E+05     3.228892E+05
 y     2.750000E+05     2.758158E+05
 y     2.180000E+05     2.092285E+05
 y     4.740000E+05     4.080687E+05
 y     2.890000E+05     2.788701E+05
 y     2.340000E+05     2.606858E+05
 y     4.990000E+05     5.276832E+05
 y     1.500000E+05     2.670547E+05
 y     3.230000E+05     2.862717E+05
 y     2.970000E+05     3.363105E+05
 y     6.070000E+05     6.343408E+05
 y     2.250000E+05     3.232850E+05
 y     2.380000E+05     2.391215E+05
 y     4.930000E+05     4.300295E+05
 y     1.410000E+05     1.879010E+05
 y     3.300000E+05     3.281367E+05
 y     2.190000E+05     2.259003E+05
 y     5.250000E+05     4.316258E+05
 y     3.300000E+05     2.364648E+05
 y     2.970000E+05     2.809937E+05
 y     4.340000E+05     3.190614E+05
 y     2.690000E+05     3.821206E+05
 y     2.250000E+05     2.546103E+05
 y     2.960000E+05     3.272792E+05
 y     1.680000E+05     1.830627E+05
 y     2.700000E+05     3.537173E+05
 y     5.570000E+05     4.626425E+05
 y     2.410000E+05     3.207325E+05
 y     2.420000E+05     2.645855E+05
 y     2.680000E+05     3.146935E+05
 y     5.060000E+05     3.184690E+05
 y     3.000000E+05     3.245444E+05
 y     2.020000E+05     2.114002E+05
 y     4.380000E+05     5.231269E+05
 y     2.100000E+05     2.515131E+05
 y     3.440000E+05     3.056189E+05
 y     2.590000E+05     3.072804E+05
 y     2.290000E+05     2.571980E+05
 y     1.630000E+05     2.360201E+05
 y     2.330000E+05     3.827609E+05
 y     2.120000E+05     2.055777E+05
 y     4.730000E+05     4.018385E+05
 y     5.300000E+05     4.185886E+05
 y     2.690000E+05     2.876384E+05
 y     1.600000E+05     1.704579E+05
 y     7.060000E+05     5.385992E+05
 y     2.160000E+05     2.877450E+05
 y     2.430000E+05     2.892170E+05
 y     3.670000E+05     3.066573E+05
 y     3.070000E+05     2.978052E+05
 y     4.980000E+05     7.638086E+05
 y     6.150000E+05     4.738866E+05
 y     3.590000E+05     3.178957E+05
 y     2.720000E+05     2.495152E+05
 y     2.400000E+05     2.668390E+05
 y     2.950000E+05     3.646455E+05
 y     4.750000E+05     5.044779E+05
 y     3.330000E+05     3.151493E+05
 y     2.550000E+05     2.555536E+05
 y     2.000000E+05     1.978259E+05
 y     3.580000E+05     3.511135E+05
 y     1.700000E+05     1.712761E+05
 y     2.130000E+05     2.878701E+05
 y     6.500000E+05     5.269543E+05
 y     5.600000E+05     4.783504E+05
 y     2.360000E+05     3.152335E+05
 y     3.800000E+05     3.480504E+05
 y     1.970000E+05     2.022073E+05
 y     4.010000E+05     4.383041E+05
 y     2.230000E+05     2.295134E+05
 y     1.850000E+05     3.786232E+05
 y     3.690000E+05     4.717425E+05
 y     3.910000E+05     3.170793E+05
 y     3.080000E+05     3.553456E+05
 y     3.300000E+05     3.170263E+05
 y     1.590000E+05     1.827014E+05
 y     3.400000E+05     3.192649E+05
 y     8.486900E+05     7.192736E+05
 y     5.900000E+05     5.000145E+05
 y     4.100000E+05     3.062722E+05
 y     6.200000E+05     4.786337E+05
 y     3.700000E+05     4.971488E+05
 y     5.940000E+05     5.601236E+05
 y     5.340000E+05     4.078535E+05
 y     2.080000E+05     2.546055E+05
 y     5.700000E+05     4.025152E+05
 y     4.540000E+05     4.279307E+05
 y     4.920000E+05     3.041765E+05
